Name,Description,Locations,Logo URL,Topics,Industry Tags,Stage,Head Count,Active Jobs Count
Bridgit,"Bridgit was founded in 2014 by civil engineer Lauren Lake, and entrepreneur Mallorie Brodie. Having each grown up in the construction industry, they saw an opportunity to continue the family tradition — but with a modern approach. Bridgit Field was built from the ground up to make construction projects less complicated, and finish faster. With a focus on the field, the app simplifies communications across all people, increases accountability and visibility, and improves quality. Bridgit Bench is our most recent product, designed to eliminate the headaches and spreadsheets of managing construction resource planning.","Kitchener, ON, Canada",https://cdn.filepicker.io/api/file/S5d3sM1FQGK2h2Ax7n9g,50-99,"Construction, Real Estate, Software",series_b,3,0
Blue J Legal,"Experts know that the best answers cannot simply be looked up in a statute or found in a publisher’s online research database. The best answers are novel and ingenious. They are bespoke and draw support from hard-won real-world experience and many authoritative sources. Blue J harnesses the power of machine learning and AI to bolster the capabilities of experts, augmenting their professional experience and knowledge to help them formulate the best answer, every time. Blue J enables experts to build better answers.","Toronto, ON, Canada",https://cdn.filestackcontent.com/ReYKoON4RT6ZH071Bn3X,"50-99, Legal, Oneeleven, SaaS, Software","Information Technology, Software",series_b,3,0
InsideDesk,"Did you know that approximately 55 per cent of the total dental billing processing cost for a dental support organization (DSO) or dental practice is tied to the time that is wasted waiting in the call queues of monolithic insurance companies, rectifying claim submission errors and handling claim appeals? InsideDesk has developed solutions to help professionals handling the Revenue Cycle Management (RCM) function of a dental practice or DSO to easily automate the claim follow up process so they can spend their time doing what they enjoy more. Armed with InsideDesk's EOB data intelligence reports, dental billing professionals can maximize payer collections and make their providers happier by boosting their monthly income. The RCM team of a DSO servicing 450 dental practices across 18 U.S. states currently saves over 80,000 minutes per month by using InsideDesk. The InsideDesk leadership team comprises of a practicing dentist with over 20 years of clinical experience, a former DSO industry executive who understands the challenges of scaling operations in an M&A intensive organization and enterprise software industry veterans including one who built a product that is currently used by over 14,000 dental practices.","Toronto, ON, Canada",https://cdn.filestackcontent.com/ErWFbsFnTMuAHfvMbb3s,"10-49, B2B, Healthcare & wellness, SaaS","Finance, Health, Information Technology, Software",other,2,0
CakeAI,"Analytics, Machine Learning and Artificial Intelligence to drive Insights and Innovation. Offering Advisory and Consulting Services in Toronto, Canada.","Toronto, ON, Canada",https://cdn.filestackcontent.com/hvNYN8avR7GntPqN31kq,"1-9, Deep tech, AI/ML, Data & analytics","DeepTech, Hardware, Information Technology, Software",pre_seed,1,0
Autumn,"Autumn makes employee well-being measurable in real-time, without surveys. Because what gets measured, gets managed.","Toronto, ON, Canada",https://cdn.filestackcontent.com/M1U0Op4nQ6qnZAaUuesu,"1-9, AI/ML, Healthcare & wellness, HR, Oneeleven, SaaS, Software","Information Technology, Software",other,1,0
Legible,"Legible is a publishing company that connects authors and readers through open access to a global reading and publishing platform. It offers multiple account options, offline reading, scalable font size, and ease of use for the visual and hearing impaired, enabling users to discover the newest books from anywhere on the globe with a browser and an internet or cell connection. Legible was founded in 2020 and is headquartered in Vancouver, BC.","Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/EL2MjyDIQYWeU5AzSRpH,"50-99, B2C, Consumer & lifestyle, Ecommerce/product, Education, Software","Education, Media",ipo,2,0
Ackroo Canada,"Ackroo's loyalty programs are helping businesses everywhere boost sales and retain customers with flexible and customizable loyalty programs. Simply smart solutions Our web-based solutions provide the power of a massively scalable software platform in a lightweight online tool. It works with existing point-of-sale equipment, making it easy and affordable for businesses or groups of any size to design and launch their own five-star loyalty program. Ackroo’s online and in-store loyalty program options provide a blend of stored value capabilities and diverse loyalty incentives, arming you with your very own ‘private currency’ and the flexibility to create customized loyalty programs that resonate with your customers.","Kanata, Ottawa, ON, Canada","https://cdn.filestackcontent.com/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/zgCsgASRomRT15a4BC59","10-49, Advertising/marketing, Data & analytics, SaaS","Finance, Information Technology, Software",ipo,2,0
Pinch,Pinch is a drop-in voice chat app for gamers to talk with their friends while playing games on mobile.,"Waterloo, ON, Canada",https://cdn.filestackcontent.com/k1NRQT0hQReLjkN0wJNX,"1-9, B2C, Gaming & esports, SaaS, Software",Gaming,other,1,0
fortlabs.io,"At Fort Labs, We're Building The Future Of Real Estate Technology.","Waterloo, ON, Canada",https://cdn.filestackcontent.com/BJM362zpRcGJPNZuQKwV,"1-9, Proptech, Datdata & analytics, B2B",Real Estate,other,1,0
SoilFLO,Earthworks management software for construction and environmental teams.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/1QHRghczRCamONWZhMk0,"1-9, B2B, Industrial, SaaS, Software","Information Technology, Real Estate, Software, Sustainability",other,2,0
Javelin Sports,Our goal at Javelin Sports is to make it easier for everyone to play sports. We offer a range of sports management services to both players and leagues to improve management and communication. Visit our website to find out more.,"Toronto, ON, Canada, Markham, ON, Canada",https://cdn.filepicker.io/api/file/dWi4dsroTPiGiVpQRvQ5,"1-9, B2C, Media & entertainment, SaaS, Software","Media, Sports",seed,2,0
Supportbench Services Inc.,Supportbench is a customer service platform that helps companies deliver an amazing customer experience. Supportbench unlocks the potential of support teams by giving them a canvas to create and execute their vision of how best to support their customers.,"Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/L2ke7xJLSRqcrXfpd9FL,"1-9, Agnostic (all), B2B, Female founded, SaaS, Software","Ecommerce & Marketplace, Information Technology, Media, Software",seed,1,0
DIBZ,"DIBZ provides real-time seat upgrade solutions to existing ticket holders by using a patented seat rank system. It was founded in 2017 and is headquartered in London, Ontario.","United States, London, ON, Canada",https://cdn.filepicker.io/api/file/nFe00yfTRGjZTiBpJEeZ,,Sales and Marketing,other,1,0
assetflo,"Many Use Cases for Indoor/Outdoor Asset Tracking BT5.1, LTE-M/NB-IoT, and a Sensor Array.","Mississauga, ON, Canada",https://cdn.filestackcontent.com/UHHcOyeDRamrp7TyzQP4,"1-9, Manufacturing, Sensors/IoT, Ecommerce/product, B2B","DeepTech, Finance",other,,0
daily blends,"Making Fresh, Healthy food Accessible through a network of Smart Fridges!","Canada, Toronto, ON, Canada",https://cdn.filestackcontent.com/OBCTuvfSFyBZsWrPHYZE,"1-9, B2B, Ecommerce/product, Food & Beverage, Hardware (non-robotics)",Food,other,1,0
Softdrive,"Founded in 2019 and based in Toronto, Softdrive is a cloud computing software redefining the personal computer. Softdrive allows you to stream a computer to any device. Computers today slow down and break unexpectedly. In particular, construction consultants run demanding software, which, when unable to run effectively, damages their productivity. We’re solving this problem by building a software infrastructure that can turn any cloud offering into a fleet of personal computers that automatically scale to each user's demands. We stream these cloud computers to any device through our proprietary software. Whether its rendering, 3D modelling, word processing, video or photo editing, or just browsing the internet, our purpose-built software is focused on delivering seamless computing for businesses and consumers alike. We want to be the future of personal computers. Our goal is to leverage the power of cloud computing and fast internet speed to eliminate the need for a physical device and just have an end-user carry a “dumbed down” display device. We believe the future will include hologram screens, wearables, glass screens and the likes of ocular implants where people can separate the computer from the interface. We hope to make computers effortless, more powerful, and accessible to anyone all over the world. For more information contact leonard@softdrive.co","Toronto, ON, Canada",https://cdn.filestackcontent.com/VwR7wFngR9GmddiddCKo,"1-9, B2B, SaaS, Software","DeepTech, Information Technology, Real Estate, Software",pre_seed,1,0
Calico,"Calico is changing the way brands big and small, source, produce and buy custom products at scale. With funding from leading VCs, we want to make product development and sourcing from around the world as easy as shopping online.



","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/bhyY1aIpTiSSWumFXUAC,,"Ecommerce & Marketplace, Fashion, Manufacturing, Software, Transportation",seed,2,0
RinkNet,"RinkNet is the market leader in scouting and player management software, providing over 3,500 scouts a solution to manage travel, log game reports, build draft lists, and track eligibility for players in hockey leagues around the world. RinkNet offers access to detailed player statistics of hundreds of professional and amateur leagues to provide users the ability to efficiently obtain and analyze player data.","St. Jacobs, ON, Canada",https://cdn.filestackcontent.com/UOLRpLKPTzKJYa3hxN54,"10-49, B2B, Productivity, SaaS, Software","Gaming, Information Technology, Software, Sports",other,2,0
Lunaria Solutions,"Helping companies and brands flourish. Diversity, equity and inclusion solutions that put people first and drive real returns.","Waterloo, ON, Canada",https://cdn.filestackcontent.com/Iiyili8RrqWEweKix0Wp,"1-9, B2B, Education, SaaS, Software","Information Technology, Software",other,1,0
Lumeto,"Lumeto enables the future of work through its advanced XR simulation, training and skills assessment platform, Involve XR. The platform enables institutions looking to deploy data-driven, enterprise-grade, immersive training and assessment across their workforce. The company currently operates across the health care and safety fields, enhancing learning outcomes tied to individual and team decision-making, problem-solving, de-escalation and complex procedures. Involve XR enables enhanced levels of learner assessment and benchmarking, providing learners an efficient way to remotely re-skill, up-skill and study in live, synchronous, immersive, scenario-based learning environments. Lumeto is based in Toronto, Canada, and employs a global workforce.

","Toronto, ON, Canada",https://cdn.filestackcontent.com/GNDnaNo3T0KZgT1g18hx,"10-49, Medical/life sciences, SaaS, Software","Education, Health, Information Technology, Software",other,2,0
Ecosystem Informatics,"At Ecosystem Informatics Inc. (ESI), we believe that information is key to managing the future of our world, with a balance of success and sustainability. We are an innovation-driven organization and our goal is to make information available to power better, more informed decision making. ​ With over 25 years of experience, including both academia and industry, we have a strong, enthusiastic team that has made our growth and development possible. We have received recognition from several organizations as a start up company and technology leader, a trend we hope to continue.","Toronto, ON, Canada",https://cdn.filestackcontent.com/91PLxBWdSDC5IN0GljHh,"1-9, Productivity, Software, SaaS, B2B","Health, Information Technology, Real Estate, Software, Sustainability",other,1,0
CommunityVotes Inc,"Founded by two passionate developers, CommunityVotes provides the world's leading business-voting platform which enables our customers to reach out to their audience and other businesses. Our platform generates valuable sales leads for our customers while empowering businesses with valuable exposure and advertising opportunities.","Waterloo, ON, Canada",https://cdn.filestackcontent.com/0ta4lk7TSkqqB6kloFgp,"1-9, Agnostic (all), Marketplace, Software",Information Technology,other,1,0
Tactycs,"Tactycs is a marketing strategy tool that acts as your data driven marketing director. The Tactycs software generates a marketing strategy based on five vital pieces of information; target audience, organizational information, company objective, and available resources such as time and budget. Tactycs then provides key features to help your team stay on track, with an automated marketing calendar and continuous improvement via machine learning on the key performance indicators of each marketing activity. Tactycs is designed to simplify marketing for measurable sales results.","Waterloo, ON, Canada",https://cdn.filestackcontent.com/7ICrevd8RoiRmhD1AuWb,"1-9, Advertising/marketing, B2B, SaaS, Software","Sales and Marketing, Software",other,1,0
Giden,"Built specifically for manufacturers, online retailers, DTC & trade brands in the home furnishings industry. Giden makes it easy to launch, promote and curate content for your products with a verified database of thousands of interior design profession...","Toronto, ON, Canada",https://cdn.filestackcontent.com/3GWWz9Y2QRWbuEQrJrP9,"1-9, B2B, Networks & social, Software",Software,other,1,0
Story City,"Story City, kind of like Pokemon Go or Geocaching, but with stories, is the world’s first marketplace and GPS App for location-based stories, with each real-life choose your adventure, puzzle trail, or historical tale through city streets only accessible if you’re standing in the right location. Each story is created by local writers, artists, filmmakers, performers or tour guides who know their cities best.","Edmonton, AB, Canada",https://cdn.filestackcontent.com/zFmO0OTcTre7HYEy2pXT,"1-9, Ar/VR & wearables, B2C, Gaming & esports, Marketplace, Media & entertainment, Software","Gaming, Hardware, Media, Software, Travel",other,1,0
Hippoc,Hippoc Cognitive Network is developing artificial intelligence tool for marketing & production agencies. Our solutions can predict the reaction of an audience to your content (photo & video) in a few minutes and at a minor cost. For more information visit our website (https://hippoc.ca/) or fix a phonecall appointment !,"Montreal, QC, Canada",https://cdn.filepicker.io/api/file/A8vpIxqQ8n81jXUiyQQQ,"1-9, Advertising/marketing, AI/ML, B2B, SaaS, Software","DeepTech, Sales and Marketing, Software",seed,1,0
Rehuman,"REHUMAN is redefining human identity for the digital economy. Organizations today are collecting more and more data from their users in exchange for services, and the user data is then stored in siloed databases. Billion of personal records are stolen in data breaches from these databases every year and now it's a $6 trillion global problem. REHUMAN's patent-pending solution allows users to store & share their tamperproof credentials safely and securely with service providers. Allowing organizations to verify user identity without storing their personal data.","Toronto, ON, Canada",https://cdn.filestackcontent.com/6SgA87yHRvayUWgBcExS,1-9,"Blockchain and Crypto, Finance, Information Technology, Software",seed,1,0
Rethink Solutions,"Rethink Solutions Inc. (RSI) is an industry leading developer and vendor of web based, real estate asset management solutions in the areas of property tax and assessment, occupancy cost, and insurance. RSI has been proudly serving clients since 2001 and continues to be a market leader with a client base that includes many of the Fortune 500. Their continued success is derived from their long term cooperation with the world’s leading businesses. They work closely with their clients and their unique portfolios in order to offer a proactive partnership which assists us with future development, new system features, reports, integrations and flexible customization options to create solutions tailored specifically for their clients.","Toronto, ON, Canada",https://cdn.filestackcontent.com/cmE8HcZzRqu8kkcsp6YT,10-49,"Finance, Hardware, Information Technology, Real Estate, Software",other,2,0
Kabo,Kabo is a Canadian pet food brand that creates food customized to a dog’s dietary needs.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/LDbVuQ0SheveMz9w79kr,10-49,"Food, Manufacturing",pre_seed,2,0
Impack,"We are a world-leading packaging equipment supplier, headquartered in Canada, that designs, manufactures, and installs Folder-Gluer Packaging Equipment for carton board and corrugated box manufacturers. Growing rapidly, we have over 500 machines manufactured and installed in 27 countries and projects in over 55 countries. Our primary mission is to show box manufacturers how to improve their folder-gluer's productivity, cut down on costs, and reach top packing speeds so that they can close more contracts and bring in more business. We sell all kinds of packaging equipment on, and around, folder-gluers. Our Folder-Gluer Packaging Equipment includes Packers, Stackers, Pre-Packers, and Pre-Feeders with varying levels of automation. Learn more about IMPACK and our machines by visiting https://impack.ca/about-us/en","Quebec City, QC, Canada",https://cdn.filestackcontent.com/QOkybqBQTpOQTrt8rjqa,10-49,"Hardware, Manufacturing",other,2,0
Prodago,"Prodago is a professional service and SaaS software firm specializing in Data and Analytics Governance. We apply it to Data Privacy, AI, and Data Risk Management. With Fortune-1000, government, and multi-lateral clients in the United States and Canada, the company has accomplished a proven track record of successfully delivering high-impact Data Governance assessments, strategies, and roadmaps as well as Data Privacy Readiness Assessments. Our unique approach combines technology, a genuinely groundbreaking framework, and services that enable our clients to unify and operationalize Data and Analytics Governance in a way not possible before. Imagine, for example, an organization where the Chief Privacy Officer, Chief Risk Officer, Chief Analytics Officer, and Chief Data Officer can all work together and guide the protection, management, and use of data, while each is realizing their specific objectives, goals, and requirements but in a unified way. If you are interested in knowing whether your business can benefit from our unique offering, please reach out to us at www.prodago.com.","Montreal, QC, Canada",https://cdn.filestackcontent.com/wqAmLi6uSOqL1iw0ECjy,10-49,"Information Technology, Software",other,2,0
Benji,We help Canadian freelancers keep more of their money by finding tax write-offs automagically.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/8TSmpXhRQzOqgIfOe6eo,"1-9, B2B, Finance, SaaS, Software","Finance, Information Technology",other,1,0
Extra Dimension Games,A new breed of mobile games,"Waterloo, ON, Canada",https://cdn.filestackcontent.com/j3EnPPHTTj6fs2LaWPn1,"1-9, B2B, Gaming & esports, SaaS, Software","Gaming, Software",seed,2,0
UnWrapIt,Launched at the Founder Institute,"Toronto, ON, Canada",https://cdn.filestackcontent.com/TCam9laEScaHkTwfCXyK,"1-9, B2B, Productivity, SaaS, Software",Events,other,1,0
Replic,An online platform offering services and resources related to 3D printing and replication technologies.,,https://cdn.filestackcontent.com/agdRDRGuQzetouu0ayP4,"1-9, Networks & social, Software, SaaS, B2C",,other,,0
SoulRooms,"SoulRooms enables landlords to rent entire units as rooms for better returns. Since launching in June 2019, we have consistently had &g;20% Month Over Month Growth and recently surpassed $1M in ARR GMV Our marketplace simplifies room renting for modern renters by providing a combination of extraordinary convenience, in budget housing option, and a trusted channel while enabling property owners to make the most out of their investment properties Over 80MM people in North America live with unrelated adults in shared housing and this number is growing by 16% every year for the last decade. As the rents continue to surpass wages in most of the cities, people increasingly cannot afford to rent entire units and the shared/room renting (right ticket size housing option) process is broken. SoulRooms generates over 1000 requests every month and is trusted by some of the largest landlords in the city. Some other key highlights include: • Achieved a 7 figure run rate within 12 months of launching the platform • Acquired over 200 residents from 35+ countries in 15 months of operations • Preferred housing partners for RBC ventures Arrive app • Great founder market fit and award-winning tech team • Sustained, 30% month over month sales growth in Q1 of 2021 despite the pandemic","Toronto, ON, Canada",https://cdn.filestackcontent.com/qHFKbL1TUd4tlgU9PlwQ,"1-9, Marketplace, Oneeleven, Proptech, Software","Information Technology, Real Estate, Software",pre_seed,2,0
Ascend Fundraising Solutions,Ascend Fundraising Solutions is a software technology company that provides online gaming-based charitable fundraising solutions.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/6zMb7hPvRZmuX1JRcpSc,"10-49, B2B, Social enterprise, Software","Finance, Software",other,3,0
3terra,"3terra is a growing healthcare analytics company located in Mississauga, Ontario. Our software platform, Ember Healthcare, helps hospitals address key issues pertaining to funding (HBAM/QBPs), performance management, and patient cost analysis/benchmarking. Ember Healthcare has been implemented in hospitals across the province of Ontario and we're growing rapidly. Please contact us if you have any questions about the platform.","Mississauga, ON, Canada",https://cdn.filestackcontent.com/wIXHx9jHTCGSXQTMjL0w,"1-9, B2B, Data & analytics, Healthcare & wellness, Software","Health, Information Technology, Software",other,1,0
OutPoint,"OutPoint is a suite of premium data science tools used by high-growth B2C marketers to allocate paid media budgets optimized for incremental lift and improved marginal returns. With OutPoint, you can simulate optimal paid media mix across current and new paid growth channels to achieve higher revenues, lower costs, or both.","Toronto, ON, Canada",https://cdn.filestackcontent.com/ri2kEzfQ8Cbnvbi561qA,"1-9, Advertising/marketing, B2B, Data & analytics, Oneeleven, Software","Information Technology, Sales and Marketing, Software",pre_seed,1,0
FirstHx,FirstHx is a patient-driven knowledge-based medical history taking system that helping patients communicate their medical stories to the health care team,"Toronto, ON, Canada",https://cdn.filestackcontent.com/fCk2I5VxRMq4Khtc6gKY,"1-9, B2B, Healthcare & wellness, Software","Health, Information Technology, Software",other,2,0
HelpSeeker Technologies,"HelpSeeker creates digital solutions for complex social issues. We are here to harness tech innovation for the greater social good. We work at the intersection of social and technological innovation, focusing on digital solutions for the world’s social challenges, and accelerating the social change needed to achieve equitable wellbeing for all.","Calgary, AB, Canada",https://cdn.filestackcontent.com/wtzSj7SMSM3IEsIKHvQg,"10-49, Software, B2B, Social enterprise","Information Technology, Software",other,2,0
Ribbit,"We are creating the world's first pilot-less airline, and we believe everyone should have the freedom to improve their own lives. Giving everyone access to good transportation is how we make that dream a reality.","Toronto, ON, Canada",https://cdn.filestackcontent.com/td6i9awS2ue1P7P0sqjx,"1-9, Aerospace, Research, Robotics, Software, Transportation","Hardware, Software, Transportation",pre_seed,1,0
Chord,"Chord’s commerce-as-a-service software offers commerce businesses technology and data products that help enhance their businesses by giving them cutting-edge headless commerce technology and access to meaningful first-party data. Chord’s unique offering of scalable headless tech software, paired with its sophisticated data management, insights, and governance tools, is made for commerce entrepreneurs by commerce entrepreneurs. Chord was founded in 2019 and headquartered in New York, United States.","New York, NY, USA",https://cdn.filestackcontent.com/K9Ct8gVRkue3SJSRaiuQ,"10-49, Data & analytics, Ecommerce/product, Software","Information Technology, Software",series_a,3,0
NERv Technology,NERv aims to reduce the risks that are associated with surgeries by monitoring the patient’s health after a surgical operation.Its platform composed of bio-sensors detects post-operative complications and alerts doctors as soon as the complication develops.,"Waterloo, ON, Canada",https://cdn.filestackcontent.com/gbo2q2zaRLCvWlWFpw2m,,Health,other,2,0
Riskfuel Analytics Inc,"Riskfuel harnesses AI to produce ultra-fast versions of the proprietary software that banks and insurance companies use to value and risk manage their portfolios of financial instruments, delivering both new business opportunities and significant reductions in operating costs. In a collaboration with Microsoft and Scotiabank, Riskfuel’s award winning technology 𝐚𝐜𝐜𝐞𝐥𝐞𝐫𝐚𝐭𝐞𝐝 𝐩𝐫𝐨𝐝𝐮𝐜𝐭𝐢𝐨𝐧 𝐰𝐨𝐫𝐤𝐥𝐨𝐚𝐝𝐬 𝐛𝐲 𝐦𝐨𝐫𝐞 𝐭𝐡𝐚𝐧 𝟐𝟎 𝐦𝐢𝐥𝐥𝐢𝐨𝐧 𝐭𝐢𝐦𝐞𝐬.","Toronto, ON, Canada",https://cdn.filestackcontent.com/Hqw8JrlsTpK7bNZ3IsVq,"10-49, B2B, Finance, SaaS, Software","Finance, Information Technology, Software",pre_seed,2,0
Gist Applications Inc.,"We help merchants all over the world increase their sales. The right app can help kick-start or grow your sales by taking your online store to the next level. Gist has revolutionized the way that customers can shop on your Shopify store. With our unique multiple shipping address functionality, our tools are ready to help you compete with the world's biggest online merchants.","Victoria, BC, Canada",https://cdn.filestackcontent.com/C7f1h7kQTKv2JwfW4rMj,"1-9, B2B, Mobile & telecommunications, Software","Information Technology, Software, Transportation",other,1,0
Tyltgo,"Tyltgo renders courier, logistics, supply chain management, and delivery services for small businesses and enterprises.","Kitchener, ON, Canada",https://cdn.filepicker.io/api/file/d0DRsiIdTyyTgKbPlhlQ,10-49,Transportation,seed,2,0
PerkUp,PerkUp allows companies to send incredible gifts and rewards to employees.,,https://cdn.filestackcontent.com/ucLLMBdAToOnKNT3Yr2n,"10-49, SaaS, Service, Software",HR and Recruiting,other,2,0
Wiivv,"FitMyFoot (formerly Wiivv Wearables, Inc.) transforms Foot Wellness with the world’s most technically advanced insoles and sandals. With ten patents protecting the custom footwear and mobile space, FitMyFoot uses photos of the customer’s foot via the Foot.Science mobile app to create customized, biomechanically optimized footwear for each unique foot, improving overall alignment, and reducing foot fatigue and pain. FitMyFoot algorithms are built on more than 12-million data points and rising, and the products are validated in third party biomechanics laboratories and rigorously tested across thousands of customers to ensure optimum comfort and function. Custom Insoles and Sandals are made with the convenience of your phone and manufactured on-demand in the USA, then shipped directly to your door. We back our products with a 30-day happiness guarantee.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/IqmighOIQR6OW54OUT80,10-49,"Hardware, Health, Manufacturing, Software, Sports",series_a,1,0
Chillwall AI,"MEET BETTY - PERSONAL AI CONCIERGE Powered By Emotions | Better Insight Chillwall`s core licensing technology sits on top of a business partner’s network pushing personalized experiences that helps turn a curiosity into a desire to experience. Chillwall AI focuses on real human interactions and desires. Our Deep Learning algorithm aggregates a user’s experience across a multi-touch digital platform pushing personal recommendations based on the user’s location, interests and interactions. Oh yeah, we do AI powered data insight mining if you need it. To learn more contact us at hello@chillwal.ai .","Toronto, ON, Canada, Waterloo, ON, Canada",https://cdn.filestackcontent.com/sinQkgryTPi8IoMihUSF,"10-49, Data & analytics, AI/ML, SaaS, B2B","DeepTech, Software",pre_seed,1,0
Sherpa,"Sherpa is a travel tech company that allows travel companies to build travel requirements, such as visa applications, into their products. The company's mobile apps and website are super simple, showing documentation requirements for 200+ countries or territories for travelers of all citizenships. Users can apply for travel visas to locations like Australia, Vietnam, Cambodia, Turkey, and Myanmar. Sherpa was founded in 2015 and is based in Toronto, Canada.","Toronto, ON, Canada",https://cdn.filestackcontent.com/ryfoL1URm28ttdSeNZgo,"10-49, B2B, Software, Travel","Media, Software, Transportation, Travel",other,3,0
Animo,"Animo uses AI to quantify and predict psychological well-being to facilitate human flourishing. Their Meta feature enables startups to better understand how their employees are feeling, and how sustainable their stress is on an aggregate level – all while preserving individual anonymity.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/6jMjL6URaqf0nz56UPOQ,10-49,"Hardware, Information Technology, Software",other,1,0
Erthos,"We are scientists, environmentalists and engineers with a belief in better materials. ⁠We believe in the power of plants to transform the zero-waste landscape.⁠ Single use plastics made with our solutions are compostable, and compatible with existing plastic technology, making plant powered plastics the natural choice. Established as a Canadian green technology company in 2018, we build solutions on a global scale. We're not reinventing the wheel - we're just making it more sustainable.⁠","Toronto, ON, Canada, Mississauga, ON, Canada",https://cdn.filepicker.io/api/file/WqZ1CgxDQMmj9wAJF0Qi,"B2B, Biotechnology, Ecommerce/product, Female founded, Hardware (non-robotics), Manufacturing, Patent, Social enterprise","Biotechnology, Manufacturing",other,2,0
BlackCart,"BlackCart removes friction during checkout, boosts conversions, AOV, and gives customers the best shopping experience. BlackCart allows the customer to pick out items from their favorite stores, get it shipped to try at home for free, and only pay for what they keep.","United States, Toronto, ON, Canada",https://cdn.filestackcontent.com/bwovJ1ZWQOy3bR35I2Ej,"B2B, Retail, Software","Hardware, Media, Software",series_a,2,0
QuoteToMe,"QuoteToMe is a tech-enabled solution for construction contractors to simplify inventory, equipment, and temporary services procurement for project needs. The QuoteToMe One Touch PO device automates purchase orders using technology.","Edmonton, AB, Canada",https://cdn.filestackcontent.com/hFdTbwm2T6G4Mt3eE4gF,"10-49, B2B, Industrial, SaaS, Software","Construction, Real Estate",other,2,0
ContentFly,"ContentFly makes generating quality content ridiculously easy & affordable for any business, for a flat monthly fee. Get content on-demand, high quality, and written by professional writers.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/6Mjj3znORCqmIFuxrqib,"Advertising/marketing, B2B, Software","Sales and Marketing, Software",other,3,0
ari,"An e-commerce website offering a live shopping experience, allowing users to interact and shop in real-time.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/eVyspirATUyjmI12T41v,,,other,1,0
KOJI STREET,A platform dedicated to promoting and supporting artists and creators in the Koji community.,,https://cdn.filestackcontent.com/D2AF9AHcQL2Vx12CJ9Cm,,,other,,0
PredictNow.ai,"PredictNow.ai lets you apply machine learning predictions to your investment data without any prior programming knowledge. All you need is to create an Excel (.xlsx) or csv file (.csv) with columns of “predictor” variables and a “target” variable column. Our machine learning program will learn from your predictors-target pairs to make live predictions on the data that you supply. We will also show you the performance metrics of the model to illustrate how accurate our predictions are. We run a tail hedge strategy which tends to lose money when market is bullish or calm. In order to counter this, we use machine learning to compute the profit probability of a given trade using your typical investment strategy. The machine learning model then recommends whether a specific trade should be made or not. Our Process: - Trader uploads her own trading history augmented with external data. - PredictNow.ai automatically trains a model. - Calculate a probability of profit for next trade. - All in less than 15 minutes","Ontario, CA, USA, Niagara-on-the-Lake, ON, Canada",https://cdn.filepicker.io/api/file/t14GAP9kQbZhABHdCQrg,"10-49, B2B, Finance, SaaS","Finance, Software",pre_seed,1,0
Skygauge,"Skygauge has reinvented the drone to perform work not possible with drones today. Their first application is performing industrial inspections (Ultrasonic Testing). Instead of having workers on ropes, boom lifts, and scaffolding The Skygauge will perform inspections 5-10x faster. This reduces turnaround time, cost of inspection, and increases safety because workers are not exposed to work at height. Once they dominate the inspection market our core technology will branch out into pressure washing/cleaning, painting/coating, and attach a robot arm for general work. The same way robot arms created a workforce in factories their drones will create a workforce in the sky.","Toronto, ON, Canada, Hamilton, ON, Canada",https://cdn.filestackcontent.com/NKqO4GZTf67kYxfOLKEW,"10-49, B2B, Ecommerce/product, Industrial, Robotics","DeepTech, Hardware, Manufacturing, Software, Transportation",seed,2,0
PledgX Inc.,"We are building the industry’s first AI-driven performance monitoring platform that uses data and machine learning to provide relevant insights to risk takers (banks, bonding companies, and project owners) on a contractor’s performance of a specific job. This allows stakeholders to identify problems rapidly and take corrective actions to complete projects on time and budget. While bonding companies rely on conventional sources like historic financial statements to assess risk, our approach adds a real-time 360° dimension to assessing a contractor’s likelihood of meeting contract commitments.","Toronto, ON, Canada",https://cdn.filestackcontent.com/Wt1nK91FQYyFn1wAcREH,"10-49, B2B, Productivity, Proptech, SaaS, Software","Finance, Real Estate, Software",seed,1,0
